"date","event","rating","viewers","show","year","month"
2009-02-16,"WWE RAW #821",4.1,0,"raw",2009,2
2009-02-09,"WWE RAW #820",3.4,0,"raw",2009,2
2009-02-02,"WWE RAW #819",3.59,0,"raw",2009,2
2009-01-26,"WWE RAW #818",3.6,0,"raw",2009,1
2009-01-19,"WWE RAW #817",3.87,0,"raw",2009,1
2009-01-12,"WWE RAW #816",3.5,0,"raw",2009,1
2009-01-05,"WWE RAW #815",3.38,0,"raw",2009,1
2008-12-29,"WWE RAW #814",3.47,0,"raw",2008,12
2008-12-22,"WWE RAW #813",3.16,0,"raw",2008,12
2008-12-15,"WWE RAW #812",3.32,0,"raw",2008,12
2008-12-08,"WWE RAW #811",3.02,0,"raw",2008,12
2008-12-01,"WWE RAW #810",3.41,0,"raw",2008,12
2008-11-24,"WWE RAW #809",3.29,0,"raw",2008,11
2008-11-17,"WWE RAW #808",2.87,0,"raw",2008,11
2008-11-10,"WWE RAW #807",3.14,0,"raw",2008,11
2008-11-03,"WWE RAW #806 - The 800th Episode",3,0,"raw",2008,11
2008-10-27,"WWE RAW #805",2.89,0,"raw",2008,10
2008-10-20,"WWE RAW #804",2.93,0,"raw",2008,10
2008-10-13,"WWE RAW #803",3.1,0,"raw",2008,10
2008-10-06,"WWE RAW #802",3,0,"raw",2008,10
2008-09-29,"WWE RAW #801",3.07,0,"raw",2008,9
2008-09-22,"WWE RAW #800",3.05,0,"raw",2008,9
2008-09-15,"WWE RAW #799",2.6,0,"raw",2008,9
2008-09-08,"WWE RAW #798",3.05,0,"raw",2008,9
2008-09-01,"WWE RAW #797",2.9,0,"raw",2008,9
2008-08-25,"WWE RAW #796",2.84,0,"raw",2008,8
2008-08-18,"WWE RAW #795",3.3,0,"raw",2008,8
2008-08-11,"WWE RAW #794",3.08,0,"raw",2008,8
2008-08-04,"WWE RAW #793",3.43,0,"raw",2008,8
2008-07-28,"WWE RAW #792",3.55,0,"raw",2008,7
2008-07-21,"WWE RAW #791",3.33,0,"raw",2008,7
2008-07-14,"WWE RAW #790",3.2,0,"raw",2008,7
2008-07-07,"WWE RAW #789",3.5,0,"raw",2008,7
2008-06-30,"WWE RAW #788",3.5,0,"raw",2008,6
2008-06-23,"WWE RAW #787",3.4,0,"raw",2008,6
2008-06-16,"WWE RAW #786",3.3,0,"raw",2008,6
2008-06-09,"WWE RAW #785",3.03,0,"raw",2008,6
2008-06-02,"WWE RAW #784",3.06,0,"raw",2008,6
2008-05-26,"WWE RAW #783",2.9,0,"raw",2008,5
2008-05-19,"WWE RAW #782",3.2,0,"raw",2008,5
2008-05-12,"WWE RAW #781",3.29,0,"raw",2008,5
2008-05-05,"WWE RAW #780",3.2,0,"raw",2008,5
2008-04-28,"WWE RAW #779",3.3,0,"raw",2008,4
2008-04-21,"WWE RAW #778",3.03,0,"raw",2008,4
2008-04-14,"WWE RAW #777",3.18,0,"raw",2008,4
2008-04-07,"WWE RAW #776",3.32,0,"raw",2008,4
2008-03-31,"WWE RAW #775",3.92,0,"raw",2008,3
2008-03-24,"WWE RAW #774",3.42,0,"raw",2008,3
2008-03-17,"WWE RAW #773",3.55,0,"raw",2008,3
2008-03-10,"WWE RAW #772",3.57,0,"raw",2008,3
2008-03-03,"WWE RAW #771",3.47,0,"raw",2008,3
2008-02-25,"WWE RAW #770",3.5,0,"raw",2008,2
2008-02-18,"WWE RAW #769",3.97,0,"raw",2008,2
2008-02-11,"WWE RAW #768",3.39,0,"raw",2008,2
2008-02-04,"WWE RAW #767",3.59,0,"raw",2008,2
2008-01-28,"WWE RAW #766",3.87,0,"raw",2008,1
2008-01-21,"WWE RAW #765",3.5,0,"raw",2008,1
2008-01-14,"WWE RAW #764",3.59,0,"raw",2008,1
2008-01-07,"WWE RAW #763",3.23,0,"raw",2008,1
2007-12-31,"WWE RAW #762",2.6,0,"raw",2007,12
2007-12-24,"WWE RAW #761 - Tribute to the Troops",2.5,0,"raw",2007,12
2007-12-17,"WWE RAW #760",3.48,0,"raw",2007,12
2007-12-10,"WWE RAW #759",4.1,0,"raw",2007,12
2007-12-03,"WWE RAW #758",3.24,0,"raw",2007,12
2007-11-26,"WWE RAW #757",3.54,0,"raw",2007,11
2007-11-19,"WWE RAW #756",3.5,0,"raw",2007,11
2007-11-12,"WWE RAW #755",3.5,0,"raw",2007,11
2007-11-05,"WWE RAW #754",3.75,0,"raw",2007,11
2007-10-29,"WWE RAW #753",3.5,0,"raw",2007,10
2007-10-22,"WWE RAW #752",3.32,0,"raw",2007,10
2007-10-15,"WWE RAW #751",3.3,0,"raw",2007,10
2007-10-08,"WWE RAW #750",2.8,0,"raw",2007,10
2007-10-01,"WWE RAW #749",3.2,0,"raw",2007,10
2007-09-24,"WWE RAW #748",3.4,0,"raw",2007,9
2007-09-17,"WWE RAW #747",3.3,0,"raw",2007,9
2007-09-10,"WWE RAW #746",3.9,0,"raw",2007,9
2007-09-03,"WWE RAW #745",3.6,0,"raw",2007,9
2007-08-27,"WWE RAW #744",3.15,0,"raw",2007,8
2007-08-20,"WWE RAW #743",3.8,0,"raw",2007,8
2007-08-13,"WWE RAW #742",3.8,0,"raw",2007,8
2007-08-06,"WWE RAW #741",3.81,0,"raw",2007,8
2007-07-30,"WWE RAW #740",2.51,0,"raw",2007,7
2007-07-23,"WWE RAW #739",3.37,0,"raw",2007,7
2007-07-16,"WWE RAW #738",3.4,0,"raw",2007,7
2007-07-09,"WWE RAW #737",3.35,0,"raw",2007,7
2007-07-02,"WWE RAW #736",3.7,0,"raw",2007,7
2007-06-25,"WWE RAW #735 - Chris Benoit Tribute",4,0,"raw",2007,6
2007-06-18,"WWE RAW #734",4.1,0,"raw",2007,6
2007-06-11,"WWE RAW #733",3.79,0,"raw",2007,6
2007-06-04,"WWE RAW #732",3.8,0,"raw",2007,6
2007-05-28,"WWE RAW #731",3.2,0,"raw",2007,5
2007-05-21,"WWE RAW #730",3.7,0,"raw",2007,5
2007-05-14,"WWE RAW #729",3.6,0,"raw",2007,5
2007-05-07,"WWE RAW #728",3.6,0,"raw",2007,5
2007-04-30,"WWE RAW #727",3.6,0,"raw",2007,4
2007-04-23,"WWE RAW #726",3.7,0,"raw",2007,4
2007-04-16,"WWE RAW #725",3.7,0,"raw",2007,4
2007-04-09,"WWE RAW #724",3.9,0,"raw",2007,4
2007-04-02,"WWE RAW #723",4.3,0,"raw",2007,4
2007-03-26,"WWE RAW #722",3.9,0,"raw",2007,3
2007-03-19,"WWE RAW #721",3.7,0,"raw",2007,3
2007-03-12,"WWE RAW #720",4.1,0,"raw",2007,3
2007-03-05,"WWE RAW #719",4.1,0,"raw",2007,3
2007-02-26,"WWE RAW #718",4.3,0,"raw",2007,2
2007-02-19,"WWE RAW #717",4,0,"raw",2007,2
2007-02-15,"WWE RAW #716",3,0,"raw",2007,2
2007-02-05,"WWE RAW #715",4.1,0,"raw",2007,2
2007-01-29,"WWE RAW #714",4.15,0,"raw",2007,1
2007-01-22,"WWE RAW #713",4.05,0,"raw",2007,1
2007-01-15,"WWE RAW #712",4.1,0,"raw",2007,1
2007-01-08,"WWE RAW #711",3.65,0,"raw",2007,1
2007-01-01,"WWE RAW #710",3.9,0,"raw",2007,1
2006-12-25,"WWE RAW #709 - Tribute to the Troops",2.7,0,"raw",2006,12
2006-12-18,"WWE RAW #708",3.5,0,"raw",2006,12
2006-12-11,"WWE RAW #707",3.8,0,"raw",2006,12
2006-12-04,"WWE RAW #706",3.7,0,"raw",2006,12
2006-11-27,"WWE RAW #705",3.8,0,"raw",2006,11
2006-11-20,"WWE RAW #704",3.8,0,"raw",2006,11
2006-11-13,"WWE RAW #703",3.8,0,"raw",2006,11
2006-11-06,"WWE RAW #702",3.7,0,"raw",2006,11
2006-10-30,"WWE RAW #701",3.6,0,"raw",2006,10
2006-10-23,"WWE RAW #700",3.6,0,"raw",2006,10
2006-10-16,"WWE RAW #699",3.7,0,"raw",2006,10
2006-10-09,"WWE RAW #698 - Family Reunion",3.8,0,"raw",2006,10
2006-10-02,"WWE RAW #697",3.6,0,"raw",2006,10
2006-09-25,"WWE RAW #696",3.4,0,"raw",2006,9
2006-09-18,"WWE RAW #695",3.7,0,"raw",2006,9
2006-09-11,"WWE RAW #694",3.6,0,"raw",2006,9
2006-09-04,"WWE RAW #693",3.6,0,"raw",2006,9
2006-08-28,"WWE RAW #692",3.4,0,"raw",2006,8
2006-08-21,"WWE RAW #691",4.2,0,"raw",2006,8
2006-08-14,"WWE RAW #690",4.1,0,"raw",2006,8
2006-08-07,"WWE RAW #689",4.2,0,"raw",2006,8
2006-07-31,"WWE RAW #688",4.1,0,"raw",2006,7
2006-07-24,"WWE RAW #687",3.8,0,"raw",2006,7
2006-07-17,"WWE RAW #686",4,0,"raw",2006,7
2006-07-10,"WWE RAW #685",3.9,0,"raw",2006,7
2006-07-03,"WWE RAW #684",3.6,0,"raw",2006,7
2006-06-26,"WWE RAW #683",4,0,"raw",2006,6
2006-06-19,"WWE RAW #682",4.3,0,"raw",2006,6
2006-06-12,"WWE RAW #681",4.3,0,"raw",2006,6
2006-06-05,"WWE RAW #680",4,0,"raw",2006,6
2006-05-29,"WWE RAW #679",3.8,0,"raw",2006,5
2006-05-22,"WWE RAW #678",3.7,0,"raw",2006,5
2006-05-15,"WWE RAW #677",4,0,"raw",2006,5
2006-05-08,"WWE RAW #676",4.1,0,"raw",2006,5
2006-05-01,"WWE RAW #675",4,0,"raw",2006,5
2006-04-24,"WWE RAW #674",4.1,0,"raw",2006,4
2006-04-17,"WWE RAW #673",4.3,0,"raw",2006,4
2006-04-10,"WWE RAW #672",4.2,0,"raw",2006,4
2006-04-03,"WWE RAW #671",4.1,0,"raw",2006,4
2006-03-27,"WWE RAW #670",4.3,0,"raw",2006,3
2006-03-20,"WWE RAW #669",4.3,0,"raw",2006,3
2006-03-13,"WWE RAW #668",4.2,0,"raw",2006,3
2006-03-06,"WWE RAW #667",4,0,"raw",2006,3
2006-02-27,"WWE RAW #666",4,0,"raw",2006,2
2006-02-20,"WWE RAW #665",4,0,"raw",2006,2
2006-02-16,"WWE RAW #664",3.3,0,"raw",2006,2
2006-02-06,"WWE RAW #663",4.5,0,"raw",2006,2
2006-01-30,"WWE RAW #662",4.5,0,"raw",2006,1
2006-01-23,"WWE RAW #661",4.5,0,"raw",2006,1
2006-01-16,"WWE RAW #660",4.3,0,"raw",2006,1
2006-01-09,"WWE RAW #659",4.3,0,"raw",2006,1
2006-01-02,"WWE RAW #658",3.7,0,"raw",2006,1
2005-12-26,"WWE RAW #657",3.6,0,"raw",2005,12
2005-12-19,"WWE RAW #656 - Holiday with the Troops",3.7,0,"raw",2005,12
2005-12-12,"WWE RAW #655",4.1,0,"raw",2005,12
2005-12-05,"WWE RAW #654",4.1,0,"raw",2005,12
2005-11-28,"WWE RAW #653",3.9,0,"raw",2005,11
2005-11-21,"WWE RAW #652",3.6,0,"raw",2005,11
2005-11-14,"WWE RAW #651 - Eddie Guerrero Tribute Show",4.5,0,"raw",2005,11
2005-11-07,"WWE RAW #650",3.6,0,"raw",2005,11
2005-10-31,"WWE RAW #649",3.4,0,"raw",2005,10
2005-10-24,"WWE RAW #648",3.9,0,"raw",2005,10
2005-10-17,"WWE RAW #647",3.7,0,"raw",2005,10
2005-10-10,"WWE RAW #646",4,0,"raw",2005,10
2005-10-03,"WWE RAW #645 - WWE Homecoming",4.4,0,"raw",2005,10
2005-09-26,"WWE RAW #644",3.2,0,"raw",2005,9
2005-09-19,"WWE RAW #643",3.6,0,"raw",2005,9
2005-09-12,"WWE RAW #642",3.3,0,"raw",2005,9
2005-09-05,"WWE RAW #641",3.6,0,"raw",2005,9
2005-08-29,"WWE RAW #640",3.9,0,"raw",2005,8
2005-08-22,"WWE RAW #639",4,0,"raw",2005,8
2005-08-15,"WWE RAW #638",3.8,0,"raw",2005,8
2005-08-08,"WWE RAW #637",3.7,0,"raw",2005,8
2005-08-01,"WWE RAW #636",3.8,0,"raw",2005,8
2005-07-25,"WWE RAW #635",3.7,0,"raw",2005,7
2005-07-18,"WWE RAW #634",3.8,0,"raw",2005,7
2005-07-11,"WWE RAW #633",3.6,0,"raw",2005,7
2005-07-04,"WWE RAW #632",2.6,0,"raw",2005,7
2005-06-27,"WWE RAW #631",4.4,0,"raw",2005,6
2005-06-20,"WWE RAW #630",3.9,0,"raw",2005,6
2005-06-13,"WWE RAW #629",4,0,"raw",2005,6
2005-06-06,"WWE RAW #628",3.7,0,"raw",2005,6
2005-05-30,"WWE RAW #627",3.6,0,"raw",2005,5
2005-05-23,"WWE RAW #626",3.6,0,"raw",2005,5
2005-05-16,"WWE RAW #625",4.3,0,"raw",2005,5
2005-05-09,"WWE RAW #624",3.8,0,"raw",2005,5
2005-05-02,"WWE RAW #623",4.1,0,"raw",2005,5
2005-04-25,"WWE RAW #622",4,0,"raw",2005,4
2005-04-18,"WWE RAW #621",3.9,0,"raw",2005,4
2005-04-11,"WWE RAW #620",4.1,0,"raw",2005,4
2005-04-04,"WWE RAW #619",4.3,0,"raw",2005,4
2005-03-28,"WWE RAW #618",4,0,"raw",2005,3
2005-03-21,"WWE RAW #617",3.9,0,"raw",2005,3
2005-03-14,"WWE RAW #616",3.8,0,"raw",2005,3
2005-03-07,"WWE RAW #615",3.8,0,"raw",2005,3
2005-02-28,"WWE RAW #614",4.1,0,"raw",2005,2
2005-02-21,"WWE RAW #613",4,0,"raw",2005,2
2005-02-14,"WWE RAW #612",3.9,0,"raw",2005,2
2005-02-07,"WWE RAW #611",3.7,0,"raw",2005,2
2005-01-31,"WWE RAW #610",4,0,"raw",2005,1
2005-01-24,"WWE RAW #609",3.8,0,"raw",2005,1
2005-01-17,"WWE RAW #608",3.8,0,"raw",2005,1
2005-01-10,"WWE RAW #607",3.8,0,"raw",2005,1
2005-01-03,"WWE RAW #606",3.4,0,"raw",2005,1
2004-12-27,"WWE RAW #605",3.5,0,"raw",2004,12
2004-12-20,"WWE RAW #604 - Best of RAW 2004",2.7,0,"raw",2004,12
2004-12-13,"WWE RAW #603",3.8,0,"raw",2004,12
2004-12-06,"WWE RAW #602",3.9,0,"raw",2004,12
2004-11-29,"WWE RAW #601",3.9,0,"raw",2004,11
2004-11-22,"WWE RAW #600",3.9,0,"raw",2004,11
2004-11-15,"WWE RAW #599",3.9,0,"raw",2004,11
2004-11-08,"WWE RAW #598",3.6,0,"raw",2004,11
2004-11-01,"WWE RAW #597",3.6,0,"raw",2004,11
2004-10-25,"WWE RAW #596",3.7,0,"raw",2004,10
2004-10-18,"WWE RAW #595",3,0,"raw",2004,10
2004-10-11,"WWE RAW #594",3.4,0,"raw",2004,10
2004-10-04,"WWE RAW #593",3.4,0,"raw",2004,10
2004-09-27,"WWE RAW #592",3.5,0,"raw",2004,9
2004-09-20,"WWE RAW #591",3.7,0,"raw",2004,9
2004-09-13,"WWE RAW #590",3.6,0,"raw",2004,9
2004-09-06,"WWE RAW #589",3.6,0,"raw",2004,9
2004-08-30,"WWE RAW #588",3.5,0,"raw",2004,8
2004-08-23,"WWE RAW #587",3.6,0,"raw",2004,8
2004-08-16,"WWE RAW #586",3.4,0,"raw",2004,8
2004-08-09,"WWE RAW #585",3.2,0,"raw",2004,8
2004-08-02,"WWE RAW #584",3.8,0,"raw",2004,8
2004-07-26,"WWE RAW #583",3.6,0,"raw",2004,7
2004-07-19,"WWE RAW #582",3.7,0,"raw",2004,7
2004-07-12,"WWE RAW #581",3.7,0,"raw",2004,7
2004-07-05,"WWE RAW #580",3.6,0,"raw",2004,7
2004-06-28,"WWE RAW #579",3.7,0,"raw",2004,6
2004-06-21,"WWE RAW #578",4.2,0,"raw",2004,6
2004-06-14,"WWE RAW #577",3.6,0,"raw",2004,6
2004-06-07,"WWE RAW #576",3.4,0,"raw",2004,6
2004-05-31,"WWE RAW #575",3.2,0,"raw",2004,5
2004-05-24,"WWE RAW #574",3.5,0,"raw",2004,5
2004-05-17,"WWE RAW #573",4,0,"raw",2004,5
2004-05-10,"WWE RAW #572",3.4,0,"raw",2004,5
2004-05-03,"WWE RAW #571",3.9,0,"raw",2004,5
2004-04-26,"WWE RAW #570",4,0,"raw",2004,4
2004-04-19,"WWE RAW #569",3.8,0,"raw",2004,4
2004-04-12,"WWE RAW #568",3.8,0,"raw",2004,4
2004-04-05,"WWE RAW #567",3.8,0,"raw",2004,4
2004-03-29,"WWE RAW #566",4.3,0,"raw",2004,3
2004-03-22,"WWE RAW #565",4.5,0,"raw",2004,3
2004-03-15,"WWE RAW #564",4,0,"raw",2004,3
2004-03-08,"WWE RAW #563",3.8,0,"raw",2004,3
2004-03-01,"WWE RAW #562",3.8,0,"raw",2004,3
2004-02-23,"WWE RAW #561",3.9,0,"raw",2004,2
2004-02-16,"WWE RAW #560",3.8,0,"raw",2004,2
2004-02-09,"WWE RAW #559",3.8,0,"raw",2004,2
2004-02-02,"WWE RAW #558",3.7,0,"raw",2004,2
2004-01-26,"WWE RAW #557",4,0,"raw",2004,1
2004-01-19,"WWE RAW #556",3.3,0,"raw",2004,1
2004-01-12,"WWE RAW #555",3.6,0,"raw",2004,1
2004-01-05,"WWE RAW #554",3.5,0,"raw",2004,1
2003-12-29,"WWE RAW #553",3.7,0,"raw",2003,12
2003-12-22,"WWE RAW #552 - Year in Review",3,0,"raw",2003,12
2003-12-15,"WWE RAW #551",3.5,0,"raw",2003,12
2003-12-08,"WWE RAW #550",3.8,0,"raw",2003,12
2003-12-01,"WWE RAW #549",3.7,0,"raw",2003,12
2003-11-24,"WWE RAW #548",3.6,0,"raw",2003,11
